$PROTNR$;$PROCOD$;$PROTYP$;$PRONAM$;$PROEAN$;$PROKDS$;$PROLDS$;$PROLIF$;$PROMMG$;$PROSTA$;$PROBEH$;$PROVEP$;$PROPEH$;$PROIEH$;$PROLZE$;$PROWFL$;$PROLIK$;$PROOPR$;$PROMPR$;$PROVVA$;$PROKRE$;$PROZOL$;$PRONEX$;$PROONL$;$PROOST$;$PROKEY$;$PROODE$;$PROSEQ$
$273201$;$273201$;$Ersatzteil$;$Ankerbaugruppe         BRL3501$;$4030293078710$;$Kress-Nr. 31006                         beinhaltet 31475+290060$;$$;$$;0;0;0;0;0;$$;0;0;$$;61.9;0.0;$$;$$;$85030099$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273228$;$273228$;$Ersatzteil$;$Litze, gelb  285mm     BRL3501$;$4030293078727$;$Kress-Nr. 28803$;$$;$$;0;0;0;0;0;$$;0;0;$$;2.25;0.0;$$;$$;$85444995$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273236$;$273236$;$Ersatzteil$;$Ring, O-  22x3         BRL3501$;$4030293078734$;$Kress-Nr. 28943$;$$;$$;0;0;0;0;0;$$;0;0;$$;1.45;0.0;$$;$$;$73269098$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273244$;$273244$;$Ersatzteil$;$Scheibe, Stütz 22x32x2 BRL3501$;$4030293078741$;$Kress-Nr. 28941$;$$;$$;0;0;0;0;0;$$;0;0;$$;2.1;0.0;$$;$$;$73182200$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273252$;$273252$;$Ersatzteil$;$Schiebebl. m Rutschku. BRL3501$;$4030293078758$;$Kress-Nr. 29600$;$$;$$;0;0;0;0;0;$$;0;0;$$;47.9;0.0;$$;$$;$84839089$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273260$;$273260$;$Ersatzteil$;$Stahlkugel, 7mm        BRL3501$;$4030293078765$;$Kress-Nr. 25858$;$$;$$;0;0;0;0;0;$$;0;0;$$;1.45;0.0;$$;$$;$84829190$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273279$;$273279$;$Ersatzteil$;$Bohrspi kpl m Fangring BRL3501$;$4030293078772$;$Kress-Nr. 28952                         Bohrspindel komplett mit Fangring$;$$;$$;0;0;0;0;0;$$;0;0;$$;41.2;0.0;$$;$$;$84831095$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273287$;$273287$;$Ersatzteil$;$Feder, Paß             BRL3501$;$4030293078789$;$Kress-Nr. 28654$;$$;$$;0;0;0;0;0;$$;0;0;$$;1.85;0.0;$$;$$;$73209090$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273295$;$273295$;$Ersatzteil$;$Umschaltung kompl.     BRL3501$;$4030293078796$;$Kress-Nr. 28973$;$$;$$;0;0;0;0;0;$$;0;0;$$;3.05;0.0;$$;$$;$84839089$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273309$;$273309$;$Ersatzteil$;$Ring, O-               BRL3501$;$4030293078802$;$Kress-Nr. 30773$;$$;$$;0;0;0;0;0;$$;0;0;$$;1.9;0.0;$$;$$;$40169300$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273317$;$273317$;$Ersatzteil$;$Flugkolben             BRL3501$;$4030293078819$;$Kress-Nr. 18392$;$$;$$;0;0;0;0;0;$$;0;0;$$;9.3;0.0;$$;$$;$84839089$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273325$;$273325$;$Ersatzteil$;$Hubkolben              BRL3501$;$4030293078826$;$Kress-Nr. 26977$;$$;$$;0;0;0;0;0;$$;0;0;$$;14.8;0.0;$$;$$;$84839089$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273333$;$273333$;$Ersatzteil$;$Axialscheibe           BRL3501$;$4030293078833$;$Kress-Nr. 28918$;$$;$$;0;0;0;0;0;$$;0;0;$$;3.05;0.0;$$;$$;$84829900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273341$;$273341$;$Ersatzteil$;$Anlaufscheibe          BRL3501$;$4030293078840$;$Kress-Nr. 28984$;$$;$$;0;0;0;0;0;$$;0;0;$$;3.55;0.0;$$;$$;$84829900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273368$;$273368$;$Ersatzteil$;$Dichtung               BRL3501$;$4030293078857$;$Kress-Nr. 26933$;$$;$$;0;0;0;0;0;$$;0;0;$$;3.0;0.0;$$;$$;$40169999$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273376$;$273376$;$Ersatzteil$;$Zylinderflansch kpl.   BRL3501$;$4030293078864$;$Kress-Nr. 31222$;$$;$$;0;0;0;0;0;$$;0;0;$$;18.3;0.0;$$;$$;$76161000$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273384$;$273384$;$Ersatzteil$;$Ring, O-               BRL3501$;$4030293078871$;$Kress-Nr. 27310$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.9;0.0;$$;$$;$40169300$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273406$;$273406$;$Ersatzteil$;$Lager, Axial-          BRL3501$;$4030293078895$;$Kress-Nr. 26939$;$$;$$;0;0;0;0;0;$$;0;0;$$;4.75;0.0;$$;$$;$84825000$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273414$;$273414$;$Ersatzteil$;$Scheibe                BRL3501$;$4030293078901$;$Kress-Nr. 26940$;$$;$$;0;0;0;0;0;$$;0;0;$$;2.55;0.0;$$;$$;$73182100$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273422$;$273422$;$Ersatzteil$;$Feder, Teller-         BRL3501$;$4030293078918$;$Kress-Nr. 26938                         12,5x6,2x0,5$;$$;$$;0;0;0;0;0;$$;0;0;$$;1.85;0.0;$$;$$;$73209030$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273430$;$273430$;$Ersatzteil$;$Feder, Druck-          BRL3501$;$4030293078925$;$Kress-Nr. 28917$;$$;$$;0;0;0;0;0;$$;0;0;$$;1.85;0.0;$$;$$;$73202081$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273449$;$273449$;$Ersatzteil$;$Schaltgabel            BRL3501$;$4030293078932$;$Kress-Nr. 28972$;$$;$$;0;0;0;0;0;$$;0;0;$$;2.75;0.0;$$;$$;$73269098$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273457$;$273457$;$Ersatzteil$;$Schaltachse           BRL3501$;$4030293078949$;$Kress-Nr. 26975$;$$;$$;0;0;0;0;0;$$;0;0;$$;3.05;0.0;$$;$$;$84831095$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273465$;$273465$;$Ersatzteil$;$Lager, Axial-          BRL3501$;$4030293078956$;$Kress-Nr. 28336$;$$;$$;0;0;0;0;0;$$;0;0;$$;5.3;0.0;$$;$$;$84824000$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273473$;$273473$;$Ersatzteil$;$Vorgelegewelle kompl.  BRL3501$;$4030293078963$;$Kress-Nr. 28786$;$$;$$;0;0;0;0;0;$$;0;0;$$;46.4;0.0;$$;$$;$84831095$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273481$;$273481$;$Ersatzteil$;$Scheibe, Stütz 12x18x1 BRL3501$;$4030293078970$;$Kress-Nr. 27655                         12x18x1,2$;$$;$$;0;0;0;0;0;$$;0;0;$$;1.8;0.0;$$;$$;$73182200$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273503$;$273503$;$Ersatzteil$;$Lagerbolzen            BRL3501$;$4030293078987$;$Kress-Nr. 26978$;$$;$$;0;0;0;0;0;$$;0;0;$$;6.15;0.0;$$;$$;$73182900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273511$;$273511$;$Ersatzteil$;$Fettraumadapter        BRL3501$;$4030293078994$;$Kress-Nr. 29127$;$$;$$;0;0;0;0;0;$$;0;0;$$;2.4;0.0;$$;$$;$39269097$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273538$;$273538$;$Ersatzteil$;$Lager, Rillenkugel-    BRL3501$;$4030293079007$;$Kress-Nr. 12422                         607-2Z LT20$;$$;$$;0;0;0;0;0;$$;0;0;$$;5.85;0.0;$$;$$;$84821090$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273546$;$273546$;$Ersatzteil$;$Führungssch. m. Federn BRL3501$;$4030293079014$;$Kress-Nr. 29808 + 29724                 (ALT-TEIL 30766)$;$$;$$;0;0;0;0;0;$$;0;0;$$;6.85;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273554$;$273554$;$Ersatzteil$;$Knickschutztülle       BRL3501$;$4030293079021$;$Kress-Nr. 29137$;$$;$$;0;0;0;0;0;$$;0;0;$$;1.9;0.0;$$;$$;$39269097$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273562$;$273562$;$Ersatzteil$;$Adapter f. Netzkabel   BRL3501$;$4030293079038$;$Kress-Nr. 29822$;$$;$$;0;0;0;0;0;$$;0;0;$$;4.25;0.0;$$;$$;$39269097$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273570$;$273570$;$Ersatzteil$;$Schraube 3x16          BRL3501$;$4030293079045$;$Kress-Nr. 18655$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.95;0.0;$$;$$;$73181491$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273589$;$273589$;$Ersatzteil$;$Getriebe kpl. schwarz  BRL3501$;$4030293079052$;$Kress-Nr. 29187$;$$;$$;0;0;0;0;0;$$;0;0;$$;148.0;0.0;$$;$$;$84834021$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273597$;$273597$;$Ersatzteil$;$Feder, Druck-          BRL3501$;$4030293079069$;$Kress-Nr. 27078$;$$;$$;0;0;0;0;0;$$;0;0;$$;1.85;0.0;$$;$$;$73202081$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273635$;$273635$;$Ersatzteil$;$Trennscheibe 14"/355mm10StTAS#$;$4030293086227$;$PC-14002-10                             3/32"(2,4mm) dick; 25,4mm Bohrung$;$$;$$;0;0;0;0;0;$$;0;0;$$;112.0;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273643$;$273643$;$Zubehör$;$HM-Sägeblatt, 80 Zähne, 355 Ø x 25,4$;$4030293086234$;$REXON-No.3BD03301$;$$;$$;0;0;0;0;0;$$;0;0;$$;268.0;0.0;$$;$$;$82023900$;$1$;$J$;$J$;$20035$;$Nexmart$;10;
$273686$;$273686$;$Zubehör$;$Metall-Tragekoffer$;$4030293086319$;$RAL 7035,inkl.Karton,Pads werden kosten-los beigestellt, Koffer mit FLEX-Druck$;$$;$$;0;0;0;0;0;$$;0;0;$$;25.3;0.0;$$;$$;$42021990$;$1$;$J$;$J$;$20099$;$Nexmart$;10;
$273724$;$273724$;$Ersatzteil$;$Dichtungsring           CS3455$;$4030293086326$;$Protool-Nr.591757$;$$;$$;0;0;0;0;0;$$;0;0;$$;1.4;0.0;$$;$$;$48116000$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273732$;$273732$;$Ersatzteil$;$Lager, Kugel- DIN625    CS3455$;$4030293086333$;$Protool-Nr.623814 /623710               629 ZTHN P636$;$$;$$;0;0;0;0;0;$$;0;0;$$;6.65;0.0;$$;$$;$84821090$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273740$;$273740$;$Ersatzteil$;$Lager, Kugel- DIN625    CS3455$;$4030293086340$;$Protool-Nr.623896                       627 ZTHN P 636$;$$;$$;0;0;0;0;0;$$;0;0;$$;6.55;0.0;$$;$$;$84821090$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273767$;$273767$;$Ersatzteil$;$Lager, Nadel- DIN617    CS3455$;$4030293086364$;$Protool-Nr.3614                         NR. 00614967$;$$;$$;0;0;0;0;0;$$;0;0;$$;18.8;0.0;$$;$$;$84824000$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273775$;$273775$;$Ersatzteil$;$Scheibe, Unterleg-      CS3455$;$4030293086371$;$Protool-Nr.1263                         NR. 00591263$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.5;0.0;$$;$$;$73182200$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273783$;$273783$;$Ersatzteil$;$Scheibe, Unterleg-      CS3455$;$4030293086388$;$Protool-Nr.1242                         NR. 00591242$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.4;0.0;$$;$$;$73182200$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273791$;$273791$;$Ersatzteil$;$Luftführung             CS3455$;$4030293086395$;$Protool-Nr.593471$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.8;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273805$;$273805$;$Ersatzteil$;$Schraube, KT 4x 58$;$4030293086425$;$Protool-Nr.614776$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.35;0.0;$$;$$;$73181499$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273813$;$273813$;$Ersatzteil$;$Scheibe, Unterleg-      CS3455$;$4030293086432$;$Protool-Nr.2420$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.4;0.0;$$;$$;$$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273821$;$273821$;$Ersatzteil$;$Bolzen                  CS3455$;$4030293086449$;$Protool-Nr.2423                         NR. 00592423$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.65;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273848$;$273848$;$Ersatzteil$;$Kohlenhalterabdeckung   CS3455$;$4030293086456$;$Protool-Nr.620258$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.5;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273856$;$273856$;$Ersatzteil$;$Kohlenhalterabdeckung   CS3455$;$4030293086463$;$Protool-Nr.620259$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.5;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273864$;$273864$;$Ersatzteil$;$Kohlenhalter            CS3455$;$4030293086470$;$Protool-Nr.625249                       (ALTE PROTOOL NR. 592427)$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.65;0.0;$$;$$;$85030099$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273872$;$273872$;$Ersatzteil$;$Schraube KT4x25  CS3455A$;$4030293086487$;$Protool-Nr.5323                         NAREX-NR.625545/614332$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.4;0.0;$$;$$;$73181499$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273880$;$273880$;$Ersatzteil$;$Motorabdeckung          CS3455$;$4030293086494$;$Protool-Nr. 591933$;$$;$$;0;0;0;0;0;$$;0;0;$$;2.5;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273899$;$273899$;$Ersatzteil$;$Scheibe 6,3x20x3        CS3455$;$4030293086500$;$NAREX-NR.614475$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.4;0.0;$$;$$;$73182200$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273902$;$273902$;$Ersatzteil$;$Ring, Sich- DIN471 28x  CS3455$;$4030293086517$;$Protool-Nr.615071$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.5;0.0;$$;$$;$73269098$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273910$;$273910$;$Ersatzteil$;$Spaltkeil               CS3455$;$4030293086524$;$Protool-Nr.1170$;$$;$$;0;0;0;0;0;$$;0;0;$$;9.0;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273929$;$273929$;$Ersatzteil$;$Scheibe dm28            CS3455$;$4030293086531$;$Protool-Nr.592208$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.4;0.0;$$;$$;$73182200$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273945$;$273945$;$Ersatzteil$;$Feder, Dreh-            CS3455$;$4030293086555$;$Protool-Nr.594273$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.7;0.0;$$;$$;$73202085$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273953$;$273953$;$Ersatzteil$;$Schraube                CS3455$;$4030293086562$;$Protool-Nr.614841$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.3;0.0;$$;$$;$73181499$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273961$;$273961$;$Ersatzteil$;$Deckel, Lager           CS3455$;$4030293086579$;$Protool-Nr.595387$;$$;$$;0;0;0;0;0;$$;0;0;$$;11.2;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273988$;$273988$;$Ersatzteil$;$Dichtung                CS3455$;$4030293086586$;$Protool-Nr.591815$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.5;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$273996$;$273996$;$Ersatzteil$;$Dichtungsring           CS3455$;$4030293086593$;$Protool-Nr.4439                         NR. 00594439$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.3;0.0;$$;$$;$40169300$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$274003$;$274003$;$Ersatzteil$;$Anschlag                CS3455$;$4030293086609$;$Protool-Nr.3472                         NR. 00593472$;$$;$$;0;0;0;0;0;$$;0;0;$$;1.5;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$274011$;$274011$;$Ersatzteil$;$Scheibe                 CS3455$;$4030293086616$;$Protool-Nr.2700                         NR. 00592700$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.4;0.0;$$;$$;$73182200$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$274038$;$274038$;$Ersatzteil$;$Scheibe, Ausgleich-     CS3455$;$4030293086623$;$Protool-Nr.2701                         NR. 00592701$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.3;0.0;$$;$$;$73182200$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$274046$;$274046$;$Ersatzteil$;$Welle                   CS3455$;$4030293086630$;$Protool-Nr.591957$;$$;$$;0;0;0;0;0;$$;0;0;$$;15.0;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$274054$;$274054$;$Ersatzteil$;$Mutter                  CS3455$;$4030293088474$;$Protool-Nr.619554$;$$;$$;0;0;0;0;0;$$;0;0;$$;3.95;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$274062$;$274062$;$Ersatzteil$;$Getriebegehäuse         CS3455$;$4030293086647$;$Protool-Nr.621003$;$$;$$;0;0;0;0;0;$$;0;0;$$;49.9;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$274070$;$274070$;$Ersatzteil$;$Metallabdeckung         CS3455$;$4030293086654$;$Protool-Nr.621004$;$$;$$;0;0;0;0;0;$$;0;0;$$;8.2;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$274089$;$274089$;$Ersatzteil$;$Schraube, Arretier-     CS3455$;$4030293086661$;$Protool-Nr.404968$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.8;0.0;$$;$$;$73181499$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$274097$;$274097$;$Ersatzteil$;$Bolzen                  CS3455$;$4030293086678$;$Protool-Nr. 621000$;$$;$$;0;0;0;0;0;$$;0;0;$$;9.15;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$274100$;$274100$;$Ersatzteil$;$Flansch f. Sägeblatt    CS3455$;$4030293086685$;$Protool-Nr.591959$;$$;$$;0;0;0;0;0;$$;0;0;$$;4.3;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$274119$;$274119$;$Ersatzteil$;$Flansch f. Sägeblatt    CS3455$;$4030293086692$;$Protool-Nr.591961$;$$;$$;0;0;0;0;0;$$;0;0;$$;8.1;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$274127$;$274127$;$Ersatzteil$;$Einstellw., Schnittiefe CS3455$;$4030293086708$;$Protool-Nr.617938$;$$;$$;0;0;0;0;0;$$;0;0;$$;3.25;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$274135$;$274135$;$Ersatzteil$;$Einstellwinkel, Gehrung CS3455$;$4030293086715$;$Protool-Nr.621001$;$$;$$;0;0;0;0;0;$$;0;0;$$;4.6;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$274143$;$274143$;$Ersatzteil$;$Führungsschlitten       CS3455$;$4030293086722$;$Protool-Nr.620855$;$$;$$;0;0;0;0;0;$$;0;0;$$;22.4;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$274151$;$274151$;$Ersatzteil$;$Schraube, Schloß DIN603 CS3455$;$4030293086739$;$Protool-Nr.00634392$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.3;0.0;$$;$$;$73181499$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$274178$;$274178$;$Ersatzteil$;$Schraube, Flügel-       CS3455$;$4030293086746$;$Protool-Nr.3964                         NR. 00620352$;$$;$$;0;0;0;0;0;$$;0;0;$$;1.0;0.0;$$;$$;$73181499$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$274186$;$274186$;$Ersatzteil$;$Mutter, Flügel-         CS3455$;$4030293086753$;$Protool-Nr.3963                         NR. 00620351$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.85;0.0;$$;$$;$73181650$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$274194$;$274194$;$Ersatzteil$;$Schlauch, Kabelschutz-  CS3455$;$4030293086760$;$Protool-Nr.3002                         NR. 00404443$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.7;0.0;$$;$$;$40169999$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$274208$;$274208$;$Ersatzteil$;$Schelle, Kabelschutz-   CS3455$;$4030293086777$;$Protool-Nr.593250$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.5;0.0;$$;$$;$$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$274216$;$274216$;$Ersatzteil$;$Schraube, DIN  963  M  6x 16$;$4030293086784$;$Protool-Nr.614429/614325$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.3;0.0;$$;$$;$73181559$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$274224$;$274224$;$Ersatzteil$;$Handgriff, 2 Hälften    CS3455$;$4030293086791$;$Protool-Nr.594996$;$$;$$;0;0;0;0;0;$$;0;0;$$;11.1;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$274232$;$274232$;$Ersatzteil$;$Schalter, 230V          CS3455$;$4030293086807$;$Protool-Nr.615003$;$$;$$;0;0;0;0;0;$$;0;0;$$;6.2;0.0;$$;$$;$85365080$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$274240$;$274240$;$Ersatzteil$;$Einlage                 CS3455$;$4030293086814$;$Protool-Nr.2716                         NR. 00592716$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.7;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$274259$;$274259$;$Ersatzteil$;$Motorgehäuse            CS3455$;$4030293086821$;$Protool-Nr.622893$;$$;$$;0;0;0;0;0;$$;0;0;$$;18.4;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$274267$;$274267$;$Ersatzteil$;$Federeinlage            CS3455$;$4030293086838$;$Protool-Nr.592428$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.4;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$274275$;$274275$;$Ersatzteil$;$Kondensator, Entstör-   CS3455$;$4030293086845$;$Protool-Nr.592091$;$$;$$;0;0;0;0;0;$$;0;0;$$;4.05;0.0;$$;$$;$85322900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$274283$;$274283$;$Ersatzteil$;$Mutter M                CS3455$;$4030293088740$;$Protool-Nr.614469$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.3;0.0;$$;$$;$$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$274291$;$274291$;$Ersatzteil$;$Schraube M3x6           CS3455$;$4030293088757$;$NAREX-NR.617549$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.6;0.0;$$;$$;$73181499$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$274305$;$274305$;$Ersatzteil$;$Schraube M5x10          CS3455$;$4030293088764$;$Protool-Nr.614858$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.6;0.0;$$;$$;$73181499$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$274313$;$274313$;$Ersatzteil$;$Schraube M4x12         TAS/TCS$;$4030293086920$;$Rexon-Nr.3BD00101$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.5;0.0;$$;$$;$73181559$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$274321$;$274321$;$Ersatzteil$;$Motorabdeckung         TAS/TCS$;$4030293086937$;$Rexon-Nr.3BD00201$;$$;$$;0;0;0;0;0;$$;0;0;$$;2.95;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$274348$;$274348$;$Ersatzteil$;$Schraube 6-kant M5x12  TAS/TCS$;$4030293087521$;$Rexon-Nr.3BD00301$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.5;0.0;$$;$$;$73181590$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$274356$;$274356$;$Ersatzteil$;$Motorgehäuse               TCS$;$4030293086944$;$Rexon-Nr.3BD00401$;$$;$$;0;0;0;0;0;$$;0;0;$$;39.1;0.0;$$;$$;$85030099$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$274364$;$274364$;$Ersatzteil$;$Kohlehalter            TAS/TCS$;$4030293086951$;$Rexon-Nr.3BD00501$;$$;$$;0;0;0;0;0;$$;0;0;$$;8.0;0.0;$$;$$;$85030099$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$274372$;$274372$;$Ersatzteil$;$Kohle                  TAS/TCS$;$4030293086968$;$Rexon-Nr.3BD00601$;$$;$$;0;0;0;0;0;$$;0;0;$$;4.95;0.0;$$;$$;$85452000$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$274380$;$274380$;$Ersatzteil$;$Kohlenabdeckung        TAS/TCS$;$4030293086975$;$Rexon-Nr.3BD00701$;$$;$$;0;0;0;0;0;$$;0;0;$$;2.3;0.0;$$;$$;$85030099$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$274399$;$274399$;$Ersatzteil$;$Schraube M6x20         TAS/TCS$;$4030293086982$;$Rexon-Nr.3BD00801$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.65;0.0;$$;$$;$73181900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$274402$;$274402$;$Ersatzteil$;$Lager, Kugel-              TCS$;$4030293086999$;$Rexon-Nr.3BD00901                       6200ZZ$;$$;$$;0;0;0;0;0;$$;0;0;$$;5.7;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$274410$;$274410$;$Ersatzteil$;$Magnetfeld, 230V           TCS$;$4030293087002$;$Rexon-Nr.3BD01001$;$$;$$;0;0;0;0;0;$$;0;0;$$;45.7;0.0;$$;$$;$85030099$;$1$;$J$;$J$;$300$;$Nexmart$;10;
